Date,AAPL,GOOG,IBM,MSFT
2007-02-22,0.1802282470531346,,0.07242112880172008,0.08261155934220962
2007-02-23,0.18030887441834775,,0.07292740977807914,0.08434296775322439
2007-02-26,0.18011509894339797,,0.07342535765519408,0.08451751395495267
2007-02-27,0.18757088449835713,,0.078817977192108,0.09410038747131258
2007-02-28,0.18748553183286926,,0.07958559741740776,0.09466380460777171
2007-03-01,0.1881569486409034,,0.07978966863890127,0.09469128868853152
2007-03-02,0.1889305095805094,,0.08114845272258422,0.09483669880713315
2007-03-05,0.1891698050141402,,0.08146018408950288,0.095096027435252
2007-03-06,0.18981064082339874,,0.08421667817573683,0.09561100193478633
2007-03-07,0.1897795911729749,,0.08320379528416763,0.0958929599635148
2007-03-08,0.1894152618586039,,0.08380106748763591,0.09635194369414206
2007-03-09,0.18856494001687218,,0.08376614953291649,0.09548131992711757
2007-03-12,0.18972117092184398,,0.08415814938852381,0.09570961384804162
2007-03-13,0.19038205054436716,,0.08527622749535116,0.09737035014260847
2007-03-14,0.1896544936371419,,0.08600028056169877,0.10097991164653977
2007-03-15,0.1887545121421288,,0.085945547970693,0.10102830512178074
2007-03-16,0.18818230644660247,,0.08595336311493194,0.10097877217225089
2007-03-19,0.187533284873051,,0.08376663816570137,0.10243653329707594
2007-03-20,0.18586629334034285,,0.08389835016562584,0.10241232774739605
2007-03-21,0.18766809026581052,,0.08432525087571728,0.1052279542062922
2007-03-22,0.18765699584142975,,0.0842734853432707,0.10534904010914956
2007-03-23,0.18768196852389232,,0.08393046673168747,0.10540127536351665
2007-03-26,0.18923205508264734,,0.08028792988943846,0.10539590513029239
2007-03-27,0.1892957766716527,,0.07969180689773228,0.10662551499133566
2007-03-28,0.19010683915688625,,0.07975759531779048,0.10656493735755591
2007-03-29,0.18740585091151846,,0.07981448983513081,0.10656757465088618
2007-03-30,0.18722416504702707,,0.07978370799886403,0.10484481634171847
2007-04-02,0.18730028142911706,,0.08035693838872744,0.10478050209343555
2007-04-03,0.18491767305758477,,0.08072373136734708,0.10487360221344688
2007-04-04,0.18202546215375653,,0.080455427244516,0.10732050463669354
2007-04-05,0.18193249273208406,,0.08028650884755856,0.10579220215405238
2007-04-09,0.18202661099624937,,0.08028542325777158,0.1056995121471603
2007-04-10,0.18006622642234793,,0.0802987878627295,0.1054179883934035
2007-04-11,0.1808715457161459,,0.08124552062399366,0.10577970320636683
2007-04-12,0.17992289433189654,,0.08142432575329453,0.1069173882108162
2007-04-13,0.1798207194145299,,0.081789774735275,0.10691400312592181
2007-04-16,0.17992852917724572,,0.08254699982964105,0.10644546551972607
2007-04-17,0.18015388489492798,,0.08300152339848837,0.1058378172461116
2007-04-18,0.1801508547646084,,0.08489191368316137,0.10614940181955437
2007-04-19,0.17991756785910426,,0.0850216004660727,0.10620939547367196
2007-04-20,0.17351174241667677,,0.08506146983057958,0.10681614032137841
2007-04-23,0.1750157821127043,,0.08533136389798014,0.1071155241930618
2007-04-24,0.17382670739110953,,0.09148932132742794,0.10710964377724984
2007-04-25,0.1749009961921304,,0.09580489783361093,0.10721496894801938
2007-04-26,0.1783275156004434,,0.09485101648269084,0.10681770678362183
2007-04-27,0.15865539514954524,,0.09416896618842517,0.1124992120480358
2007-04-30,0.1514505157792891,,0.09389600467344437,0.11219977228386235
2007-05-01,0.1509382331681182,,0.0942608591461658,0.10685923691179514
2007-05-02,0.15060039406342127,,0.09455568193635966,0.10645335295827699
2007-05-03,0.14840745002040542,,0.09357496524015381,0.10710384583563202
2007-05-04,0.14664248637771052,,0.09320315104169065,0.10790871776980704
2007-05-07,0.13523466081186616,,0.09302613817749514,0.10797761347802219
2007-05-08,0.13523348192379916,,0.08697732365068486,0.10792610096606149
2007-05-09,0.13422627114000255,,0.08705950673210167,0.10718277672199286
2007-05-10,0.13331421102187915,,0.08706531780156394,0.10738674951420699
2007-05-11,0.13341052061018296,,0.08776863841894927,0.10726038909320083
2007-05-14,0.13316546625274034,,0.08791885418374214,0.10522913674044362
2007-05-15,0.13401908387226646,,0.08828457357111945,0.10512887742784278
2007-05-16,0.13406265825002386,,0.08814737300883532,0.105223692607023
2007-05-17,0.1348375161866529,,0.08805930691213637,0.10525587741801519
2007-05-18,0.13484404282933152,,0.09134604033759962,0.10466267693630328
2007-05-21,0.13473062802523517,,0.09186121964053666,0.1044088166433544
2007-05-22,0.13505127161856995,,0.09196297566599093,0.10434789549439163
2007-05-23,0.13471450251117853,,0.0919929646605074,0.1025285211043938
2007-05-24,0.13675458418020975,,0.0929850350788521,0.10340853490587826
2007-05-25,0.1371809615481983,,0.09362334523093106,0.10373348578689592
2007-05-29,0.13715963375715567,,0.09382157140549623,0.10406812464719614
2007-05-30,0.1361166877376371,,0.09346508760434998,0.10395890765248762
2007-05-31,0.13623370567049187,,0.09355937811717879,0.1049540458757172
2007-06-01,0.13890139070368826,,0.09348408269884642,0.10491677520156498
2007-06-04,0.140336720206904,,0.0932104377138766,0.1041907218893625
2007-06-05,0.14034331817083606,,0.09324977097801578,0.1043053882693225
2007-06-06,0.1400430695232132,,0.09905786925669459,0.10170443144219306
2007-06-07,0.13984851787297584,,0.09922115507298641,0.10422415431847082
2007-06-08,0.13570154709908577,,0.09989525623866351,0.10368111298962036
2007-06-11,0.14122656438797937,,0.09967390581493742,0.10368642689192153
2007-06-12,0.14095685154940218,,0.09973803390124025,0.10242637176674954
2007-06-13,0.14346852317039097,,0.09953885888278498,0.10378975991153538
2007-06-14,0.13139526036078197,,0.09449186117111368,0.09471298420605562
2007-06-15,0.13173382978414905,,0.0942335150949758,0.09425238263011068
2007-06-18,0.1337303701726849,,0.09379600141979255,0.09416692077320993
2007-06-19,0.13257381201924776,,0.09269036510325293,0.09329632454616513
2007-06-20,0.13427529914940733,,0.0926044510609574,0.09426664828630443
2007-06-21,0.13399660102822983,,0.09052180494197765,0.09401548476803483
2007-06-22,0.13415665132131602,,0.0931750737283524,0.09696880791383951
2007-06-25,0.13452241193833592,,0.092555961107749,0.09627411884616968
2007-06-26,0.1370336175765635,,0.09254817157452618,0.09623849315858614
2007-06-27,0.136693878296178,,0.09226505205078314,0.09672085850742002
2007-06-28,0.13597067297858806,,0.09078947272675354,0.09267232470783486
2007-06-29,0.1354940921769135,,0.09067094825094751,0.09044130142224108
2007-07-02,0.1356118762007124,,0.09061991708605925,0.090628151059488
2007-07-03,0.14267584715073353,,0.09150059571969799,0.09099409461573085
2007-07-05,0.14743868881900005,,0.09207843402331635,0.08938386937599269
2007-07-06,0.14768186922573237,,0.09228899281782296,0.08939829266546721
2007-07-09,0.14745152139951942,,0.09204245264980405,0.08630751245341929
2007-07-10,0.1478113218551757,,0.09210620012775132,0.08783257474255735
2007-07-11,0.14757375949105866,,0.0920673861869314,0.08743999518115822
2007-07-12,0.14638544932492276,,0.09203933995934388,0.08924319627727095
2007-07-13,0.14785107879752366,,0.09228046132114193,0.08773298883702478
2007-07-16,0.14506844190147478,,0.09234031811367535,0.08784121146020901
2007-07-17,0.14506920342807447,,0.09267964639205345,0.0909671125479796
2007-07-18,0.14477756707736744,,0.09251345357937503,0.09097460089382829
2007-07-19,0.14498743409485776,,0.10081811822241722,0.0924356222160824
2007-07-20,0.14650223257081124,,0.10127489714330508,0.09328117084300314
2007-07-23,0.14639896071516467,,0.10187909930684252,0.0908174575583327
2007-07-24,0.16103921187256603,,0.10197497175455081,0.09185856140432826
2007-07-25,0.16072648726780747,,0.10291927276959645,0.0919463350588076
2007-07-26,0.17100693103259518,,0.10408151410038792,0.095000021620869
2007-07-27,0.17062613353367945,,0.10334334843947869,0.09657291792324547
2007-07-30,0.17185239368954403,,0.1040266170619727,0.09543287475774943
2007-07-31,0.1853482236434813,,0.10973795722645886,0.09649555241817281
2007-08-01,0.18618973546500084,,0.10967814610283604,0.09698036980939141
2007-08-02,0.1854446751473108,,0.10974099464620121,0.09717007204841124
2007-08-03,0.1895964584887488,,0.10747780413535746,0.09867964322529026
2007-08-06,0.1905706683635059,,0.10829759582828515,0.10060217683591863
2007-08-07,0.1906962662317937,,0.10845220799620545,0.09998215386528542
2007-08-08,0.1897702048279885,,0.10844053860916898,0.10068769312150473
2007-08-09,0.19948440147732857,,0.1057811223065806,0.10350825296364016
2007-08-10,0.19919362309985786,,0.10301803588806877,0.1052861879248949
2007-08-13,0.19731524823397362,,0.1027728678856121,0.1052506260764905
2007-08-14,0.19992356454413715,,0.10303992453972502,0.09940168586202797
2007-08-15,0.2031817164564116,,0.1030283826216057,0.09940370588104946
2007-08-16,0.20482101585429988,,0.1037954872992661,0.09942822375025633
2007-08-17,0.2086621501703704,,0.10375390071809346,0.09974782664637345
2007-08-20,0.2086492058413389,,0.10493816045163515,0.09892768421448667
2007-08-21,0.21261213696669126,,0.10496921738321949,0.09832787556069118
2007-08-22,0.2137834090748921,,0.10522030321970431,0.09835525710002313
2007-08-23,0.21413000665239282,,0.10561786842418533,0.09840311354072422
2007-08-24,0.2156418614413262,,0.1062573708548295,0.1002015874873126
2007-08-27,0.21720034585691994,,0.10624554188157548,0.10057623586538186
2007-08-28,0.22138731542385412,,0.10652393785947345,0.10170298146227895
2007-08-29,0.22807155300511234,,0.10867127319351594,0.1046286769008812
2007-08-30,0.22754223588932704,,0.10849849626282249,0.10468670090431857
2007-08-31,0.22784115293220666,,0.1086300679216931,0.10504846893757112
2007-09-04,0.23034697607221866,,0.10900835792180431,0.10509394518367714
2007-09-05,0.23689906082400913,,0.10638372755380524,0.10555564716312031
2007-09-06,0.23697264052328,,0.10595358094091478,0.10646914393173788
2007-09-07,0.23821006873265138,,0.107551562219033,0.10704751249200258
2007-09-10,0.24063079885246236,,0.10690090966518817,0.10703664716025314
2007-09-11,0.23986364048285705,,0.1061952023253022,0.1075408857464236
2007-09-12,0.23879998317550663,,0.10651088801653488,0.10699310724646008
2007-09-13,0.23877277486779508,,0.1063792398217536,0.1067899787355791
2007-09-14,0.23618035064392215,,0.10636955874056213,0.10626013679132565
2007-09-17,0.2355347833011602,,0.10648089487655538,0.10597174624438997
2007-09-18,0.234672198247468,,0.10786828219586225,0.10623288869047351
2007-09-19,0.23363034252005938,,0.10778769350941816,0.1064498174285555
2007-09-20,0.2335284695837963,,0.10766648212426647,0.10668531855005924
2007-09-21,0.23482177788838912,,0.10208624732853151,0.1066917202998453
2007-09-24,0.2362823119161659,,0.10198589562187388,0.1055636498332718
2007-09-25,0.23821709028454338,,0.10142088403062387,0.10586102685817465
2007-09-26,0.2352205380086916,,0.10154491475798921,0.10587487549997814
2007-09-27,0.23533887472295842,,0.10101363797976577,0.10572573464444704
2007-09-28,0.23391438529053293,,0.10085821816451877,0.10411899829730877
2007-10-01,0.23428702775527502,,0.10108932002308323,0.10458363493909982
2007-10-02,0.234233139946732,,0.10085337858739621,0.10460287024859018
2007-10-03,0.23177642480273056,,0.10249003724637926,0.10491143047635906
2007-10-04,0.2317261233618061,,0.10229085378559567,0.10529521273267049
2007-10-05,0.232678390202954,,0.10219228916999526,0.10434830027658318
2007-10-08,0.23495396186263937,,0.10272737771140165,0.10410997540568917
2007-10-09,0.23470585194759325,,0.10038151458132111,0.10155353044527259
2007-10-10,0.23475105766022206,,0.10028073682772767,0.1016287504808736
2007-10-11,0.23542323719668978,,0.10049184159833373,0.10222319184757739
2007-10-12,0.2364924956041052,,0.10055669164635053,0.10190889375646899
2007-10-15,0.23605755153739016,,0.1005002932388885,0.1019990219279268
2007-10-16,0.2361873932052336,,0.10083314236635348,0.10163165300864957
2007-10-17,0.23631865301072982,,0.10627084887788533,0.1042178492117543
2007-10-18,0.23214280169649276,,0.10582880982903481,0.1038624001247433
2007-10-19,0.2297172319775442,,0.10751091125256533,0.10878890656292502
2007-10-22,0.2304183005897283,,0.1075635208451004,0.10934537995117041
2007-10-23,0.2382055287015966,,0.10810712578723825,0.10997877279863713
2007-10-24,0.23805568480786887,,0.10920405149551363,0.10884819871699107
2007-10-25,0.23901702130637045,,0.109155739824217,0.11111134969407811
2007-10-26,0.238952861004862,,0.10941442788210788,0.1443751148177193
2007-10-29,0.23785883730658497,,0.10953460276019078,0.144811053680552
2007-10-30,0.23792813269943122,,0.10936662856605862,0.14719374108234815
2007-10-31,0.23819526638569202,,0.11026286532685038,0.1490480664824065
2007-11-01,0.23864182111178753,,0.11241708459062648,0.14909494991357153
2007-11-02,0.23846999742432937,,0.10413690204538616,0.1481763673481423
2007-11-05,0.23773436437048504,,0.104261478346917,0.14798978014610234
2007-11-06,0.23914168052561946,,0.10334557213543212,0.14839957366075662
2007-11-07,0.23219556937594654,,0.10437385937983902,0.15007388690451207
2007-11-08,0.24014224451836405,,0.11197643535274224,0.1519150797959117
2007-11-09,0.24003150805586518,,0.1237600518231632,0.152910371948146
2007-11-12,0.250157976866637,,0.12436221732689001,0.15186761909370064
2007-11-13,0.2702187917887971,,0.1301105026176808,0.15556129535870208
2007-11-14,0.26172543812395294,,0.12690312356836808,0.1557202773541268
2007-11-15,0.26123831138750575,,0.12621294020212032,0.1556589187551469
2007-11-16,0.26129577693483924,,0.12629553619368894,0.15575465858640175
2007-11-19,0.25922174145749594,,0.12804167433182848,0.15440204528618798
2007-11-20,0.25961351688166256,,0.12726967707000714,0.15420721940606744
2007-11-21,0.2596278448145446,,0.1276887270113095,0.1546991497105794
2007-11-23,0.25980908915652506,,0.12910865773464475,0.15423445536193656
2007-11-26,0.2524481470741244,,0.1291199053240427,0.15622792723708007
2007-11-27,0.2520929233787466,,0.1292651873647836,0.1546359050474303
2007-11-28,0.2528438117825234,,0.13392138751826915,0.15550607188410037
2007-11-29,0.2510070930553362,,0.1338203030920329,0.15517840427926444
2007-11-30,0.24848921078432035,,0.13532087058217895,0.15495568979521637
2007-12-03,0.24789844341345074,,0.1348114650674516,0.15610586302017188
2007-12-04,0.24508731637575504,,0.13455994506931063,0.15566635669283604
2007-12-05,0.24642643721109833,,0.1345063203705876,0.1606897760966424
2007-12-06,0.2441354796712258,,0.1352406413500163,0.16064741186697082
2007-12-07,0.24247297957538833,,0.13518715935525757,0.16066833953063175
2007-12-10,0.24198390488802013,,0.13462191242229118,0.1607122415787426
2007-12-11,0.24293190883986782,,0.13536526948209698,0.16145514333224406
2007-12-12,0.24144865421120756,,0.13611367091812565,0.1610776578426493
2007-12-13,0.23683757475418188,,0.13556609480532586,0.16056127130413486
2007-12-14,0.23139876469068374,,0.13525175292568975,0.15923506617779218
2007-12-17,0.23396333950848497,,0.1354408553296639,0.161688612223208
2007-12-18,0.2339536687868474,,0.1360808185045928,0.1617038918820291
2007-12-19,0.23095626732664387,,0.1356502723854762,0.1617091709748416
2007-12-20,0.22488529202854038,,0.13670121409509306,0.16207856638703716
2007-12-21,0.22633602856079565,,0.13832565325364993,0.16208639169177563
2007-12-24,0.22525541834387341,,0.13736841437592687,0.16126214762401472
2007-12-26,0.22300665048702184,,0.13734687153469705,0.1612711934945643
2007-12-27,0.2226620030273994,,0.13770305324973117,0.16214371067071143
2007-12-28,0.22261522739132944,,0.1373632844046557,0.16211599680730396
2007-12-31,0.22304796630684615,,0.13847995575118802,0.16298684087979082
2008-01-02,0.2239850965562451,,0.14173489012098278,0.16340350708158735
2008-01-03,0.2238929292529889,,0.14170305654310217,0.1628229341966064
2008-01-04,0.237736922641557,,0.14455427354492048,0.1656806197318739
2008-01-07,0.23830278632733853,,0.14481537983897816,0.1653180235808312
2008-01-08,0.2414643724174407,,0.14653806658944077,0.1688805213872403
2008-01-09,0.244358692794599,,0.14684457075762375,0.17097124028045466
2008-01-10,0.24323936918983735,,0.14797796624033457,0.1706102003357065
2008-01-11,0.24346387348830828,,0.1493538095782196,0.17063071933946217
2008-01-14,0.24567350482017658,,0.15929535612634588,0.1710045418482039
2008-01-15,0.2520077833096755,,0.15947353312143925,0.17152831006420444
2008-01-16,0.2583117806836198,,0.15945388269736016,0.17328555755191485
2008-01-17,0.25778394608457406,,0.1590085712236915,0.17314425900709596
2008-01-18,0.2574732818697874,,0.16086643130770786,0.17316115814090452
2008-01-22,0.2599710978196683,,0.16135616328520372,0.17592759726931156
2008-01-23,0.2808553743077468,,0.16880392482476464,0.17579546786813854
2008-01-24,0.2796732860733711,,0.1689081849720879,0.18030005274670888
2008-01-25,0.27916040526217484,,0.16969137586159613,0.18062972186042978
2008-01-28,0.27916336405280207,,0.16968793613293146,0.1806689364474425
2008-01-29,0.2795227548979213,,0.17006745303055423,0.18071314428138965
2008-01-30,0.2784920896598174,,0.17005643103965742,0.180832864427017
2008-01-31,0.277742590607662,,0.17071909469842367,0.1810270480014447
2008-02-01,0.2779069571259199,,0.1717995847352939,0.19305613201057692
2008-02-04,0.27761202721955747,,0.1714691175476832,0.19305167392160236
2008-02-05,0.2771177643058766,,0.1706327111596465,0.19494494274630272
2008-02-06,0.28211840789311043,,0.17069706504720505,0.19577329914382807
2008-02-07,0.28179070972703596,,0.16975563271808644,0.19372959153480168
2008-02-08,0.2831926919122128,,0.16971729165394311,0.19405179592369323
2008-02-11,0.27617441905823464,,0.17033220192569085,0.1939179157176809
2008-02-12,0.27790136591402453,,0.17028940595378986,0.19360377754362376
2008-02-13,0.28063572670078896,,0.17125977911986717,0.19337896905308757
2008-02-14,0.2804518345320949,,0.1723050393657085,0.16762571437807963
2008-02-15,0.28093236299459295,,0.1720077694228479,0.16728082040857875
2008-02-19,0.2809037114099327,,0.17223295731865626,0.1642574442518037
2008-02-20,0.280736027412879,,0.1735345428649207,0.15983501985142773
2008-02-21,0.2809352010093059,,0.17246729248281711,0.1595113603604902
2008-02-22,0.28107838502360555,,0.17260723823346044,0.15988629609778793
2008-02-25,0.28116391873760793,,0.17335432566345646,0.16006867527306246
2008-02-26,0.2788570590665018,,0.1777061559423269,0.16158838340599357
2008-02-27,0.2804124668073797,,0.17788666636713668,0.16013368982584977
2008-02-28,0.281827615003682,,0.17218659033154268,0.15921301113692005
2008-02-29,0.278643115846475,,0.1629835779416883,0.15874590748695752
2008-03-03,0.2713073669758735,,0.1626744470635925,0.15863617044028316
2008-03-04,0.24980900659323946,,0.15899178413837917,0.1559034938225095
2008-03-05,0.24908191283623032,,0.15790236651413542,0.15689637145284496
2008-03-06,0.2502463063822693,,0.16011839607231357,0.15782378858687005
2008-03-07,0.25013303926653385,,0.16019532320240884,0.15791472384282867
2008-03-10,0.25049080490065273,,0.15804009735399455,0.1581597537949117
2008-03-11,0.2573641727348503,,0.15900088250181307,0.16351597538688586
2008-03-12,0.2574584650890828,,0.15844736285243707,0.1645676036968772
2008-03-13,0.25721010215086326,,0.15806330238925517,0.1645714876662307
2008-03-14,0.25712747021765486,,0.15672834976880146,0.16289096846754897
2008-03-17,0.25660746421190883,,0.1558490568804419,0.16343868891463864
2008-03-18,0.2595117530686976,,0.15414777589987594,0.16730146893414893
2008-03-19,0.25890458945286804,,0.1547757320682603,0.1692464995564137
2008-03-20,0.2607654654404794,,0.15336632740397593,0.170590722924536
2008-03-24,0.2651871060349504,,0.1533660166429178,0.16954876507482183
2008-03-25,0.2653939129207247,,0.15363790721231999,0.16951825957804031
2008-03-26,0.26505207315048246,,0.15344031503910985,0.16468869325049557
2008-03-27,0.2653559342311496,,0.15342215135566137,0.16482065253673697
2008-03-28,0.26505115710174887,,0.15345519484968045,0.16482639895148649
2008-03-31,0.26512648866635635,,0.15345803179538808,0.1657180940063416
2008-04-01,0.2676996197331175,,0.1520686391320092,0.1700629318689806
2008-04-02,0.26749212675379,,0.15234025906989704,0.1698626963525643
2008-04-03,0.2691589198878281,,0.15259354525571425,0.16817947570417907
2008-04-04,0.2693939485037376,,0.15078219501120887,0.16829306097119473
2008-04-07,0.268555939704691,,0.15022745566048237,0.166575292900039
2008-04-08,0.2690836581456175,,0.14942430475109283,0.1665484014559159
2008-04-09,0.2691665119513033,,0.14931282025185277,0.16666144070464062
2008-04-10,0.26900732448513337,,0.14945152374881632,0.1653041666887003
2008-04-11,0.27009334107667093,,0.15022667973146106,0.16635832553778046
2008-04-14,0.26867143865246673,,0.15050758766496525,0.165481046326468
2008-04-15,0.26874438637300335,,0.15050912074155168,0.1657379083696762
2008-04-16,0.27159778744096597,,0.1517783402860238,0.16743083171037274
2008-04-17,0.2715587890107724,,0.1530918529215161,0.16772297293511026
2008-04-18,0.27524019833158747,,0.15202789163129993,0.1698106231165217
2008-04-21,0.27873658142405194,,0.14818870838503292,0.17033053015587238
2008-04-22,0.2824783437236274,,0.1484019134190785,0.1702655215503984
2008-04-23,0.27285481683763296,,0.14326871063478866,0.1731522441433055
2008-04-24,0.275168750748886,,0.14262006731446128,0.17340712825092472
2008-04-25,0.272800173064271,,0.1403852463333542,0.18099609057252777
2008-04-28,0.2689916083462255,,0.14107269041259005,0.18023092482120975
2008-04-29,0.26937239363185533,,0.14058157915216765,0.18050767216021993
2008-04-30,0.2677181539421926,,0.13974786530654165,0.1802310490282653
2008-05-01,0.2676548375491156,,0.131713002288267,0.182511178565235
2008-05-02,0.26180471031247343,,0.1311716577871689,0.18229439036349862
2008-05-05,0.2560499233586975,,0.13164391423426974,0.18110292590366336
2008-05-06,0.2561197196171885,,0.13145881949984825,0.18252009924217324
2008-05-07,0.2572615271752097,,0.1304722012423935,0.18315466908663225
2008-05-08,0.2546675021134464,,0.12827701532571786,0.18071549980473503
2008-05-09,0.22972776082467902,,0.12018194732984921,0.18078212548644648
2008-05-12,0.2288259137806665,,0.12028121635954053,0.1770058132254016
2008-05-13,0.2240775710678457,,0.11792961146516147,0.17682558048252284
2008-05-14,0.2253958059903102,,0.11801122894949755,0.1768347587103395
2008-05-15,0.22570459222160705,,0.11783414386371728,0.17774836573244032
2008-05-16,0.2262960972530291,,0.11788100672366342,0.17795992574055483
2008-05-19,0.22698722945431465,,0.11806227581439344,0.17826606351379914
2008-05-20,0.2265226041813442,,0.11761892323879225,0.16735175648156636
2008-05-21,0.23031371489228622,,0.1178423605502657,0.16805215442853966
2008-05-22,0.22952055945853356,,0.1143018720619297,0.16411976798347372
2008-05-23,0.22163769163922264,,0.11381598939900814,0.16368517317422748
2008-05-27,0.22253231335416665,,0.11504068428281602,0.16363278810703505
2008-05-28,0.22061207202929606,,0.11578482806871832,0.16317312813522675
2008-05-29,0.2191466531719345,,0.11480239019242391,0.1627502321253288
2008-05-30,0.21530063195175145,,0.11443666779439446,0.16269228568804692
2008-06-02,0.21395159603662103,,0.11492560399959122,0.16225047544973994
2008-06-03,0.21318001443393064,,0.11245563637477003,0.16242961818566187
2008-06-04,0.21145371980188424,,0.11253830860872409,0.16264151816903646
2008-06-05,0.210584664039785,,0.11179005178093933,0.16490820273085147
2008-06-06,0.21206353553543358,,0.11308589920124115,0.16741314905136134
2008-06-09,0.21246860385493566,,0.11268776595733232,0.16755474669633924
2008-06-10,0.2118323656592199,,0.11238053093549541,0.16698099664648283
2008-06-11,0.21423911594986186,,0.11356091341889696,0.16920055787930913
2008-06-12,0.2192177429065404,,0.10710695211406218,0.1731316200104377
2008-06-13,0.2177806787966941,,0.10716968009185907,0.17551173504996107
2008-06-16,0.21250546009418428,,0.10655958108496863,0.17515791328172836
2008-06-17,0.20923980880575183,,0.10665502102503452,0.1731192543929819
2008-06-18,0.20778730659583305,,0.10700679821377292,0.17337620796487868
2008-06-19,0.20706940630714177,,0.10650644097600152,0.17275839867339707
2008-06-20,0.21015932692891276,,0.10819481528458635,0.17354183191033204
2008-06-23,0.2081302108704653,,0.10507988666411879,0.172648277608975
2008-06-24,0.20809453973016362,,0.10446583107072929,0.17255195660002517
2008-06-25,0.2072707489050378,,0.10476005344256754,0.17386607020454406
2008-06-26,0.2064256218180628,,0.10663251640398007,0.16949571920888407
2008-06-27,0.2060196752013381,,0.10696550163939153,0.1681108072737303
2008-06-30,0.20666771742308793,,0.10727103856866559,0.1681609026423555
2008-07-01,0.2098492935304417,,0.10723449015537487,0.1681889454554698
2008-07-02,0.2139499242923199,,0.1072299389478302,0.17161514358063534
2008-07-03,0.209411270360105,,0.10444109537464508,0.1667141309942026
2008-07-07,0.20915411115619292,,0.10487264347497426,0.16468315144234708
2008-07-08,0.20886444095300474,,0.10598695375723768,0.1634499459743498
2008-07-09,0.20701264689612817,,0.10968099434710167,0.1649990132657215
2008-07-10,0.20715258770728742,,0.11159222633075545,0.16532712308797462
2008-07-11,0.2071379708801345,,0.1115593967792024,0.164409880305696
2008-07-14,0.20399089961956568,,0.11096857018297877,0.16358646933167498
2008-07-15,0.20512695649288504,,0.11131956452342993,0.1685882424162798
2008-07-16,0.20575915976068707,,0.11325019539119835,0.17316075215351812
2008-07-17,0.2020339892901516,,0.11281109253641541,0.16872738652876143
